Accession	Organism_Name	GenBank_RefSeq	Release_Date	Isolate	Species	Genus	Family	Length	Nuc_Completeness	Genotype	Segment	Country	Host	Tissue_Specimen_Source	Collection_Date	GenBank_Title
NC_008912	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3141	complete		C9	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C9, complete sequence
NC_008913	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3157	complete		C10	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C10, complete sequence
NC_008914	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3243	complete		C11	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C11, complete sequence
NC_008915	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3307	complete		C12	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C12, complete sequence
NC_008916	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3331	complete		C13	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C13, complete sequence
NC_008917	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3343	complete		C14	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C14, complete sequence
NC_008918	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3357	complete		C15	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C15, complete sequence
NC_008919	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3391	complete		C16	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C16, complete sequence
NC_008920	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3403	complete		C17	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C17, complete sequence
NC_008921	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3498	complete		C18	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C18, complete sequence
NC_008922	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3519	complete		C19	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C19, complete sequence
NC_008923	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3743	complete		C20	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C20, complete sequence
NC_008924	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3761	complete		C21	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C21, complete sequence
NC_008925	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3821	complete		C22	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C22, complete sequence
NC_008926	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	4059	complete		D1	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment D1, complete sequence
NC_008927	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	4066	complete		D2	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment D2, complete sequence
NC_008928	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	4340	complete		D3	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment D3, complete sequence
NC_008929	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	4707	complete		D5	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment D5, complete sequence
NC_008930	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	4829	complete		D6	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment D6, complete sequence
NC_008931	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	4886	complete		D7	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment D7, complete sequence
NC_008932	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	5156	complete		E1	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment E1, complete sequence
NC_008933	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2060	complete		B2	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B2, complete sequence
NC_008934	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2309	complete		B18	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B18, complete sequence
NC_008935	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2502	complete		B30	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B30, complete sequence
NC_008936	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2588	complete		B36	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B36, complete sequence
NC_008937	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2759	complete		B48	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B48, complete sequence
NC_008938	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	2840	complete		B54	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment B54, complete sequence
NC_008939	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3008	complete		C1	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C1, complete sequence
NC_008940	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	3140	complete		C8	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment C8, complete sequence
NC_008941	Ichnoviriform fumiferanae	RefSeq	2007-02-02		Ichnoviriform fumiferanae	Ichnoviriform	Polydnaviriformidae	4459	complete		D4	Canada	Glypta fumiferanae			Glypta fumiferanae ichnovirus segment D4, complete sequence
NC_008824	Narcissus degeneration virus	RefSeq	2007-01-29	Zhangzhou	Potyvirus narcissusdegeneris	Potyvirus	Potyviridae	9816	complete			China	Narcissus tazetta			Narcissus degeneration virus, complete genome
NC_008798	Staphylococcus phage phiETA2	RefSeq	2007-01-17		Dubowvirus ETA2	Dubowvirus		43265	complete				Staphylococcus aureus			Staphylococcus phage phiETA2 DNA, complete genome, strain: TY94
NC_008799	Staphylococcus phage phiETA3	RefSeq	2007-01-17		Phietavirus ETA3	Phietavirus		43282	complete				Staphylococcus aureus			Staphylococcus phage phiETA3 DNA, complete genome, strain: TY32
NC_008793	Honeysuckle yellow vein Kagoshima virus	RefSeq	2007-01-16	KG5TOB	Honeysuckle yellow vein Kagoshima virus	Begomovirus	Geminiviridae	2762	complete			Japan				Honeysuckle yellow vein mosaic virus-[Kagoshima], complete genome
NC_008794	Crassocephalum yellow vein virus - Jinghong	RefSeq	2007-01-16	Jinghong	Crassocephalum yellow vein virus	Begomovirus	Geminiviridae	2745	complete			China	Crassocephalum crepidioides			Crassocephalum yellow vein virus - Jinghong, complete genome
NC_008779	Sida yellow mosaic Yucatan virus	RefSeq	2007-01-10		Sida yellow mosaic Yucatan virus	Begomovirus	Geminiviridae	2611	complete		DNA A	Mexico	Sida acuta			Sida yellow mosaic Yucatan virus DNA A, complete sequence
NC_008780	Sida yellow mosaic Yucatan virus	RefSeq	2007-01-10		Sida yellow mosaic Yucatan virus	Begomovirus	Geminiviridae	2586	complete		DNA B	Mexico	Sida acuta			Sida yellow mosaic Yucatan virus DNA B, complete sequence
NC_008728	Mal de Rio Cuarto virus	RefSeq	2006-12-29		Mal de Rio Cuarto virus	Fijivirus	Spinareoviridae	1931	complete		8	Argentina				Mal de Rio Cuarto virus segment S8, complete sequence
NC_008729	Mal de Rio Cuarto virus	RefSeq	2006-12-29		Mal de Rio Cuarto virus	Fijivirus	Spinareoviridae	3566	complete		4	Argentina				Mal de Rio Cuarto virus segment S4, complete sequence
NC_008730	Mal de Rio Cuarto virus	RefSeq	2006-12-29		Mal de Rio Cuarto virus	Fijivirus	Spinareoviridae	3617	complete		2	Argentina	Zea mays			Mal de Rio Cuarto virus segment S2, complete sequence
NC_008731	Mal de Rio Cuarto virus	RefSeq	2006-12-29		Mal de Rio Cuarto virus	Fijivirus	Spinareoviridae	2639	complete		6	Argentina	Zea mays			Mal de Rio Cuarto virus segment S6, complete sequence
NC_008732	Mal de Rio Cuarto virus	RefSeq	2006-12-29		Mal de Rio Cuarto virus	Fijivirus	Spinareoviridae	3826	complete		3	Argentina	Zea mays			Mal de Rio Cuarto virus segment S3, complete sequence
NC_008733	Mal de Rio Cuarto virus	RefSeq	2006-12-29		Mal de Rio Cuarto virus	Fijivirus	Spinareoviridae	4501	complete		1	Argentina	Zea mays			Mal de Rio Cuarto virus segment S1, complete sequence
NC_008734	Mal de Rio Cuarto virus	RefSeq	2006-12-29		Mal de Rio Cuarto virus	Fijivirus	Spinareoviridae	1798	complete		10	Argentina	Zea mays			Mal de Rio Cuarto virus segment S10, complete genome
NC_008735	Mal de Rio Cuarto virus	RefSeq	2006-12-29		Mal de Rio Cuarto virus	Fijivirus	Spinareoviridae	3162	complete		5	Argentina	Zea mays			Mal de Rio Cuarto virus segment S5, complete genome
NC_008736	Mal de Rio Cuarto virus	RefSeq	2006-12-29	Rio Cuarto	Mal de Rio Cuarto virus	Fijivirus	Spinareoviridae	2186	complete		7	Argentina	Sorghum bicolor			Mal de Rio Cuarto virus segment S7, complete sequence
NC_008737	Mal de Rio Cuarto virus	RefSeq	2006-12-29	Rio Cuarto	Mal de Rio Cuarto virus	Fijivirus	Spinareoviridae	1870	complete		9	Argentina				Mal de Rio Cuarto virus segment 9, complete sequence
NC_008714	enterovirus F4	RefSeq	2006-12-27	W1	Enterovirus F	Enterovirus	Picornaviridae	7390	complete							Possum enterovirus W1, complete genome
NC_008716	Maracuja mosaic virus	RefSeq	2006-12-27		Maracuja mosaic virus	Tobamovirus	Virgaviridae	6794	complete			Peru	Passiflora edulis			Maracuja mosaic virus, complete genome
NC_008717	Pseudomonas phage DMS3	RefSeq	2006-12-27		Casadabanvirus DMS3	Casadabanvirus		36415	complete				Pseudomonas aeruginosa			Pseudomonas phage DMS3, complete genome
NC_008718	Entebbe bat virus	RefSeq	2006-12-27		Orthoflavivirus entebbeense	Orthoflavivirus	Flaviviridae	10510	complete			Uganda	Chiroptera			Entebbe bat virus, complete genome
NC_008719	Sepik virus	RefSeq	2006-12-27		Orthoflavivirus sepikense	Orthoflavivirus	Flaviviridae	10793	complete			Papua New Guinea	Culicidae			Sepik virus, complete genome
NC_008720	Escherichia phage N4	RefSeq	2006-12-27		Enquatrovirus N4	Enquatrovirus	Schitoviridae	70153	complete				Escherichia coli			Enterobacteria phage N4, complete genome
NC_008721	Streptococcus phage SMP	RefSeq	2006-12-27	SMP	Streptococcus phage SMP			36019	complete				Streptococcus suis			Streptococcus phage SMP, complete genome
NC_008722	Staphylococcus phage CNPH82	RefSeq	2006-12-27		Rockefellervirus CNPH82	Rockefellervirus		43420	complete				Staphylococcus epidermidis			Staphylococcus phage CNPH82, complete genome
NC_008723	Staphylococcus phage PH15	RefSeq	2006-12-27		Rockefellervirus PH15	Rockefellervirus		44041	complete				Staphylococcus epidermidis			Staphylococcus phage PH15, complete genome
NC_008724	Chlorovirus heliozoae	RefSeq	2006-12-27		Chlorovirus heliozoae	Chlorovirus	Phycodnaviridae	288047	complete			Germany	Chlorella heliozoae			Acanthocystis turfacea Chlorella virus 1, complete genome
NC_008725	Maruca vitrata nucleopolyhedrovirus	RefSeq	2006-12-27		Alphabaculovirus mavitratae	Alphabaculovirus	Baculoviridae	111953	complete			Taiwan				Maruca vitrata MNPV, complete genome
NC_008706	Strawberry necrotic shock virus	RefSeq	2006-12-25		Strawberry necrotic shock virus	Ilarvirus	Bromoviridae	2245	complete		RNA 3	USA				Strawberry necrotic shock virus RNA 3, complete genome
NC_008707	Strawberry necrotic shock virus	RefSeq	2006-12-25		Strawberry necrotic shock virus	Ilarvirus	Bromoviridae	2876	complete		RNA 2	USA	Fragaria vesca			Strawberry necrotic shock virus RNA 2, complete genome
NC_008708	Strawberry necrotic shock virus	RefSeq	2006-12-25		Strawberry necrotic shock virus	Ilarvirus	Bromoviridae	3429	complete		RNA 1	USA				Strawberry necrotic shock virus RNA 1, complete genome
NC_008695	Archaeal BJ1 virus	RefSeq	2006-12-21		Beejeyvirus BJ1	Beejeyvirus	Graaviviridae	42271	complete			China				Archaeal BJ1 virus complete genome
NC_008694	Yersinia phage Berlin	RefSeq	2006-12-19		Berlinvirus berlin	Berlinvirus	Autographiviridae	38564	complete			Bulgaria	Yersinia pestis			Yersinia phage Berlin, complete genome
NC_008689	Staphylococcus phage phiPVL108	RefSeq	2006-12-15		Peeveelvirus PVL108	Peeveelvirus		44857	complete				Staphylococcus aureus			Staphylococcus phage phiPVL108, complete genome
NC_008614	Cucumber mottle virus	RefSeq	2006-12-05		Cucumber mottle virus	Tobamovirus	Virgaviridae	6485	complete							Cucumber mottle virus, complete genome
NC_008617	Staphylococcus phage phiNM3	RefSeq	2006-12-05		Biseptimavirus NM3	Biseptimavirus		44061	complete				Staphylococcus			Staphylococcus phage phiNM3, complete genome
NC_008605	Potato apical leaf curl disease-associated satellite DNA beta	RefSeq	2006-12-04	Meerut	Potato apical leaf curl disease-associated satellite DNA beta	Betasatellite	Tolecusatellitidae	1367	complete			India	Solanum tuberosum		2005	Potato apical leaf curl disease-associated satellite DNA beta, complete genome
NC_008603	Paramecium bursaria Chlorella virus FR483	RefSeq	2006-11-30		Paramecium bursaria Chlorella virus A1	Chlorovirus	Phycodnaviridae	321240	complete			France	Chlorella			Paramecium bursaria Chlorella virus FR483, complete genome
NC_008604	Culex flavivirus	RefSeq	2006-11-30		Culex flavivirus	Orthoflavivirus	Flaviviridae	10837	complete			Japan	Culex pipiens		2003	Culex flavivirus, complete genome
NC_008575	Ralstonia phage RSS1	RefSeq	2006-11-28		Restivirus RSS1	Restivirus	Inoviridae	6662	complete				Ralstonia solanacearum			Ralstonia phage RSS1, complete genome
NC_008580	Rabbit vesivirus	RefSeq	2006-11-28		Rabbit vesivirus	Vesivirus	Caliciviridae	8380	complete			USA	Oryctolagus cuniculus			Rabbit vesivirus, complete genome
NC_008583	Staphylococcus phage phinm1	RefSeq	2006-11-28		Dubowvirus NM1	Dubowvirus		43128	complete				Staphylococcus			Staphylococcus phage phinm1, complete genome
NC_008584	Thermus phage phiYS40	RefSeq	2006-11-21		Thermus phage phiYS40			152372	complete				Thermus			Thermus phage phiYS40, complete genome
NC_008585	Raspberry leaf mottle virus	RefSeq	2006-11-21	HCRL Glen Clova	Raspberry leaf mottle virus	Closterovirus	Closteroviridae	17481	complete			USA				Raspberry mottle virus isolate HCRL Glen Clova, complete genome
NC_008586	Ectropis obliqua nucleopolyhedrovirus	RefSeq	2006-11-21		Alphabaculovirus ecobliquae	Alphabaculovirus	Baculoviridae	131204	complete							Ecotropis obliqua NPV, complete genome
NC_008582	Micromys minutus papillomavirus 1	RefSeq	2006-11-17		Pipapillomavirus 2	Pipapillomavirus	Papillomaviridae	7393	complete			USA	Micromys minutus	lesion		Old World harvest mouse papillomavirus, complete genome
NC_008579	Croton yellow vein mosaic betasatellite	RefSeq	2006-11-14		Croton yellow vein mosaic betasatellite	Betasatellite	Tolecusatellitidae	1346	complete			Pakistan	Croton	plant leaf	2005	Croton yellow vein mosaic virus-associated DNA beta betaC1 gene
NC_008574	Ralstonia phage RSM1	RefSeq	2006-11-10		Habenivirus RSM1	Habenivirus	Inoviridae	9004	complete				Ralstonia			Ralstonia phage RSM1, complete genome
NC_008559	Malvastrum yellow mosaic virus	RefSeq	2006-11-03	Hn36	Malvastrum yellow mosaic virus	Begomovirus	Geminiviridae	2728	complete							Malvastrum yellow mosaic virus DNA-A, complete genome
NC_008560	Malvastrum yellow mosaic virus satellite DNA beta	RefSeq	2006-11-03	Hn37	Malvastrum yellow mosaic virus satellite DNA beta	Betasatellite	Tolecusatellitidae	1357	complete							Malvastrum yellow mosaic virus satellite DNA beta, complete genome
NC_008562	Microcystis phage LMM01	RefSeq	2006-11-03		Fukuivirus LMM01	Fukuivirus		162109	complete				Microcystis			Microcystis phage Ma-LMM01 DNA, complete genome
NC_008558	Blackberry virus Y	RefSeq	2006-11-02	3	Blackberry virus Y	Brambyvirus	Potyviridae	10851	complete			USA	Rubus			Blackberry virus Y, complete genome
NC_008552	Narcissus symptomless virus	RefSeq	2006-10-27	Hangzhou-2005	Nerine latent virus	Carlavirus	Betaflexiviridae	8281	complete			China	Narcissus pseudonarcissus			Narcissus symptomless virus, complete genome
NC_008514	Siniperca chuatsi rhabdovirus	RefSeq	2006-10-24		Siniperhavirus chuatsi	Siniperhavirus	Rhabdoviridae	11545	complete			China	Siniperca chuatsi			Siniperca chuatsi rhabdovirus, complete genome
NC_008516	White bream virus	RefSeq	2006-10-24		White bream virus	Bafinivirus	Tobaniviridae	26660	complete			Germany				White bream virus, complete genome
NC_008517	Tomato leaf curl Pune virus	RefSeq	2006-10-24		Tomato leaf curl Pune virus	Begomovirus	Geminiviridae	2756	complete			India				Tomato leaf curl Pune virus, complete genome
NC_008519	Mastomys coucha papillomavirus 2	RefSeq	2006-10-24	Mastomys coucha	Pipapillomavirus 2	Pipapillomavirus	Papillomaviridae	7522	complete			Germany				Mastomys coucha papillomavirus 2, complete genome
NC_008521	Gull circovirus	RefSeq	2006-10-24		Circovirus gull	Circovirus	Circoviridae	2035	complete				Laridae			Gull circovirus, complete genome
NC_008522	Finch circovirus	RefSeq	2006-10-24		Circovirus finch	Circovirus	Circoviridae	1962	complete				Fringillidae			Finch circovirus, complete genome
NC_008515	Escherichia phage RB32	RefSeq	2006-10-21		Tequatrovirus RB32	Tequatrovirus	Straboviridae	165890	complete				Escherichia			Escherichia phage RB32, complete genome
NC_008518	Trichoplusia ni ascovirus 2c	RefSeq	2006-10-21		Trichoplusia ni ascovirus 2c	Ascovirus	Ascoviridae	174059	complete							Trichoplusia ni ascovirus 2c, complete genome
NC_008520	Anticarsia gemmatalis nucleopolyhedrovirus	RefSeq	2006-10-21	AgMNPV-2D	Anticarsia gemmatalis nucleopolyhedrovirus	Alphabaculovirus	Baculoviridae	132239	complete			Brazil				Anticarsia gemmatalis nucleopolyhedrovirus, complete genome
NC_008523	Tomato leaf curl Karnataka betasatellite	RefSeq	2006-10-21		Tomato leaf curl Karnataka betasatellite	Betasatellite	Tolecusatellitidae	1358	complete		DNA-A	India				Tomato leaf curl Karnataka virus-associated DNA beta DNA-A, complete genome
NC_008524	Tomato leaf curl virus-Pune-associated DNA beta	RefSeq	2006-10-21		Tomato leaf curl virus-Pune-associated DNA beta	Betasatellite	Tolecusatellitidae	1380	complete		DNA-A	India				Tomato leaf curl virus-Pune-associated DNA beta DNA-A, complete genome
NC_008492	Corchorus yellow spot virus	RefSeq	2006-10-20		Corchorus yellow spot virus	Begomovirus	Geminiviridae	2606	complete		DNA A	Mexico	Corchorus siliquosus			Corchorus yellow spot virus DNA A, complete sequence
NC_008493	Corchorus yellow spot virus	RefSeq	2006-10-20		Corchorus yellow spot virus	Begomovirus	Geminiviridae	2589	complete		DNA B	Mexico	Corchorus siliquosus			Corchorus yellow spot virus DNA B, complete sequence
NC_008494	Desmodium leaf distortion virus	RefSeq	2006-10-20		Desmodium leaf distortion virus	Begomovirus	Geminiviridae	2569	complete		DNA A	Mexico	Desmodium glabrum			Desmodium leaf distortion virus DNA A, complete sequence
