acc	refseq_len	segment_name	superkingdom	kingdom	family	genus	species
NC_076280	2250		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus willde1
NC_076274	2265		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus legle1
NC_076278	2160		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus sarpe1
NC_076286	2358		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus dichism1
NC_076271	2195		Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus planta1
NC_076281	2257		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus lebec1
NC_076283	2107		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus aspar1
NC_076285	2129		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus trilo1
NC_076277	2136		Viruses	Shotokuvirae	Genomoviridae	Gemykroznavirus	Gemykroznavirus solas1
NC_076282	2150		Viruses	Shotokuvirae	Genomoviridae	Gemykroznavirus	Gemykroznavirus poaspe1
NC_076284	2326		Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus cynas1
NC_076272	2184		Viruses	Shotokuvirae	Genomoviridae	Gemyduguivirus	Gemyduguivirus macra1
NC_076279	2167		Viruses	Shotokuvirae	Genomoviridae	Gemyduguivirus	Gemyduguivirus merre1
NC_076273	2237		Viruses	Shotokuvirae	Genomoviridae	Gemykolovirus	Gemykolovirus heris1
NC_076275	2204		Viruses	Shotokuvirae	Genomoviridae	Gemykolovirus	Gemykolovirus poaspe1
NC_076374	2338		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus capas1
NC_076633	8384		Viruses	Orthornavirae	Betaflexiviridae	Carlavirus	Carlavirus ShVS
NC_076356	2290		Viruses	Shotokuvirae	Genomoviridae		Blackfly genomovirus 1
NC_076350	2131		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus austro1
NC_076351	2181		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus austro3
NC_076352	2182		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus austro5
NC_076353	2195		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus austro2
NC_076354	2217		Viruses	Shotokuvirae	Genomoviridae	Gemyduguivirus	Gemyduguivirus austo1
NC_076355	2226		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus austro4
NC_054015	27636		Viruses	Orthornavirae	Coronaviridae	Alphacoronavirus	Alphacoronavirus HKU33
NC_076420	9843		Viruses	Orthornavirae	Narnaviridae	Narnavirus	Narnavirus sp.
NC_076421	9885		Viruses	Orthornavirae	Narnaviridae	Narnavirus	Narnavirus sp.
NC_076697	36652		Viruses	Orthornavirae	Coronaviridae	Alphapironavirus	Alphapironavirus bona
NC_076693	3520		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus epni1
NC_076695	2659		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus nepa1
NC_076694	3607		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus alal1
NC_076392	8904		Viruses	Orthornavirae	Mymonaviridae	Sclerotimonavirus	Sclerotimonavirus alternariae
NC_076394	6713		Viruses	Orthornavirae	Mymonaviridae	Penicillimonavirus	Penicillimonavirus alphapenicillii
NC_076391	8759		Viruses	Orthornavirae	Mymonaviridae	Sclerotimonavirus	Sclerotimonavirus penicillii
NC_076393	6617		Viruses	Orthornavirae	Mymonaviridae	Penicillimonavirus	Penicillimonavirus betapenicillii
NC_076381	2976		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Penicillium penoulivirus
NC_076384	2749		Viruses	Orthornavirae	Botourmiaviridae	Botoulivirus	Epicoccum botoulivirus
NC_076386	2852		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Epicoccum penoulivirus
NC_076387	2848		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Acremonium magoulivirus
NC_076380	2857		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Cladosporium magoulivirus 1
NC_076389	2276		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Cladosporium magoulivirus 2
NC_076385	2936		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Phaeoacremonium penoulivirus
NC_076388	2793		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Phaeoacremonium magoulivirus
NC_076390	2876		Viruses	Orthornavirae	Botourmiaviridae	Betabotoulivirus	Betabotoulivirus phaeoacremonium
NC_076379	2844		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Neofusicoccum penoulivirus
NC_076382	2593		Viruses	Orthornavirae	Botourmiaviridae	Ourmiavirus	Cladosporium uredinicola ourmiavirus 1
NC_076383	3030		Viruses	Orthornavirae	Botourmiaviridae	Ourmiavirus	Cladosporium uredinicola ourmiavirus 2
NC_076607	12117		Viruses	Orthornavirae	Secoviridae	Waikavirus	Waikavirus diospyri
NC_076401	2435		Viruses	Shotokuvirae	Smacoviridae	Felismacovirus	Felismacovirus lynas1
NC_076402	2595		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus lynas2
NC_076403	2650		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus leo1
NC_076692	122075		Viruses		Baculoviridae	Alphabaculovirus	Alphabaculovirus dijunonis
NC_076713	3146		Viruses	Orthornavirae	Mitoviridae	Triamitovirus	Triamitovirus gesu1
NC_076412	13295		Viruses	Orthornavirae	Nyamiviridae	Nyavirus	Nyavirus sanjacintoense
NC_076373	2850		Viruses	Shotokuvirae	Geminiviridae		Melinis repens associated virus
NC_076410	1591		Viruses		Kolmioviridae	Deltavirus	Termite HDV-like virus
NC_076418	1606		Viruses		Kolmioviridae	Deltavirus	Fish HDV-like virus
NC_076965	144008						
NC_076696	9525		Viruses	Orthornavirae	Gammaflexiviridae	Gammaflexivirus	Gammaflexivirus PaGFV-1
NC_076967	133999		Viruses	Heunggongvirae	Orthoherpesviridae	Rhadinovirus	Colobine gammaherpesvirus 1
NC_076293	5155		Viruses	Shotokuvirae	Parvoviridae	Bocaparvovirus	Bocaparvovirus ungulate9
NC_076111	12754		Viruses	Bamfordvirae	Adintoviridae	Betadintovirus	Betadintovirus terrapene
NC_076653	8009		Viruses	Orthornavirae	Betaflexiviridae	Trichovirus	Mexico trichovirus
NC_076720	10988		Viruses	Orthornavirae	Rhabdoviridae	Cetarhavirus	Cetarhavirus phocoena
NC_076423	1889		Viruses	Shotokuvirae	Circoviridae	Circovirus	Circovirus whale
NC_076681	2792		Viruses	Orthornavirae	Mitoviridae	Triamitovirus	Triamitovirus rhso23
NC_076606	9092		Viruses	Pararnavirae	Caulimoviridae	Badnavirus	Badnavirus maculaucubae
NC_076669	4100		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus rhso21
NC_076670	3767		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus rhso25
NC_076671	2580		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus rhso26
NC_076672	3176		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus rhso27
NC_076673	2760		Viruses	Orthornavirae	Mitoviridae	Triamitovirus	Triamitovirus rhso30
NC_076674	3820		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus rhso31
NC_076675	3409		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus rhso32
NC_076676	3389		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus rhso34
NC_076677	4104		Viruses	Orthornavirae	Botourmiaviridae	Rhizoulivirus	Rhizoulivirus alpharhizoctoniae
NC_076678	3223		Viruses	Orthornavirae	Botourmiaviridae	Rhizoulivirus	Rhizoulivirus betarhizoctoniae
NC_076679	4557		Viruses	Orthornavirae	Botourmiaviridae	Rhizoulivirus	Rhizoulivirus gammarhizoctoniae
NC_076680	5234		Viruses	Orthornavirae	Botourmiaviridae	Betarhizoulivirus	Betarhizoulivirus solani
NC_076416	11272		Viruses	Orthornavirae	Chuviridae	Mivirus	Mivirus sp.
NC_076689	10776		Viruses	Orthornavirae	Fusariviridae	Betafusarivirus	Betafusarivirus rhizoctoniae
NC_076688	10710		Viruses	Orthornavirae	Fusariviridae	Betafusarivirus	Betafusarivirus brasiliensis
NC_076690	5959		Viruses	Orthornavirae	Fusariviridae	Alphafusarivirus	Alphafusarivirus rhizoctoniae
NC_076691	18371		Viruses	Orthornavirae	Hypoviridae	Thetahypovirus	Thetahypovirus rhizoctoniae
NC_076371	2516		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Colletotrichum magoulivirus
NC_076367	2497		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Magnaporthe penoulivirus
NC_076424	15277		Viruses	Orthornavirae	Aliusviridae	Ollusvirus	Ollusvirus culvertonense
NC_076658	14102		Viruses	Orthornavirae	Hypoviridae	Alphahypovirus	Alphahypovirus alternariae
NC_077019	2826		Viruses	Orthornavirae	Botourmiaviridae		Botryosphaeria dothidea Ourmia-like virus
NC_076261	15025		Viruses	Orthornavirae	Rhabdoviridae	Ephemerovirus	Ephemerovirus hayes
NC_076340	27209						
NC_076717	2923		Viruses	Orthornavirae	Mitoviridae	Unuamitovirus	Unuamitovirus hean2
NC_076718	4955		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus hean3
NC_076719	3580		Viruses	Orthornavirae	Mitoviridae	Duamitovirus	Duamitovirus hean3
NC_076721	35595		Viruses	Bamfordvirae	Adenoviridae	Aviadenovirus	Aviadenovirus leucophthalmi
NC_077032	4425		Viruses	Shotokuvirae	Parvoviridae	Chapparvovirus	Avian chapparvovirus
NC_076425	4116		Viruses	Shotokuvirae	Parvoviridae	Chaphamaparvovirus	Chaphamaparvovirus psittacine1
NC_076426	2546		Viruses	Shotokuvirae	Smacoviridae	Porprismacovirus	Porprismacovirus avias1
NC_076966	141537		Viruses	Heunggongvirae	Orthoherpesviridae		Cacatuid alphaherpesvirus 2
NC_076405	1897		Viruses	Shotokuvirae	Circoviridae	Cyclovirus	Cyclovirus roedor
NC_076406	2161		Viruses	Shotokuvirae	Genomoviridae	Gemycircularvirus	Gemycircularvirus opunt1
NC_076407	2086		Viruses	Shotokuvirae	Genomoviridae	Gemygorvirus	Gemygorvirus opunt1
NC_076408	2199		Viruses	Shotokuvirae	Genomoviridae	Gemykibivirus	Gemykibivirus planta2
NC_076683	7477		Viruses	Orthornavirae	Betaflexiviridae	Vitivirus	Vitivirus BGMaV
NC_076682	128587		Viruses		Baculoviridae	Alphabaculovirus	Alphabaculovirus ranus
NC_076655	7779		Viruses	Orthornavirae	Betaflexiviridae	Prunevirus	Prunevirus CRSaV-1
NC_077038	4631						
NC_076398	27163		Viruses	Bamfordvirae	Adenoviridae	Siadenovirus	Psittacine siadenovirus D
NC_076112	12571		Viruses	Bamfordvirae	Adintoviridae	Alphadintovirus	Alphadintovirus mayetiola
NC_076397	16914		Viruses	Orthornavirae	Paramyxoviridae	Metaavulavirus	Avian metaavulavirus 21
NC_076698	11561		Viruses	Orthornavirae	Lispiviridae	Usmuvirus	Usmuvirus newyorkense
NC_076404	6821		Viruses	Orthornavirae	Picornaviridae	Marsupivirus	Marsupivirus A
NC_076716	8869		Viruses	Orthornavirae	Betaflexiviridae	Carlavirus	Carlavirus RoVA
NC_076357	9532		Viruses	Orthornavirae	Mymonaviridae	Phyllomonavirus	Phyllomonavirus gysingense
NC_076714	12659		Viruses	Orthornavirae	Nyamiviridae	Nyavirus	Nyavirus somateriae
NC_076450	9621		Viruses	Orthornavirae	Matonaviridae	Rubivirus	Rubivirus ruteetense
NC_076451	9631		Viruses	Orthornavirae	Matonaviridae	Rubivirus	Rubivirus strelense
NC_077035	5096		Viruses	Shotokuvirae	Parvoviridae		Eqcopivirus EqCoPV_8
NC_077026	11880		Viruses	Orthornavirae	Flaviviridae	Pestivirus	Phocoena pestivirus
NC_076113	12783		Viruses	Orthornavirae	Rhabdoviridae	Cytorhabdovirus	Cytorhabdovirus trichosanthei
NC_076463	1787		Viruses	Shotokuvirae	Circoviridae		Elk circovirus Banff/2019
NC_077066	4269		Viruses	Shotokuvirae	Parvoviridae		Tilapia parvovirus
NC_076722	27270		Viruses	Orthornavirae	Tobaniviridae		Serpentovirinae sp.
NC_076723	27281		Viruses	Orthornavirae	Tobaniviridae		Serpentovirinae sp.
NC_076724	30104		Viruses	Orthornavirae	Tobaniviridae		Serpentovirinae sp.
NC_077028	120899		Viruses	Heunggongvirae	Orthoherpesviridae	Iltovirus	Iltovirus psittacidalpha5
NC_077037	4102		Viruses	Shotokuvirae	Parvoviridae	Chapparvovirus	Macaca fascicularis chapparvovirus
NC_076725	11251		Viruses	Orthornavirae	Hypoviridae	Hypovirus	Trichoderma harzianum hypovirus 1
NC_076413	4428		Viruses	Shotokuvirae	Parvoviridae	Chaphamaparvovirus	Chaphamaparvovirus galliform4
NC_076414	4348		Viruses	Shotokuvirae	Parvoviridae	Chaphamaparvovirus	Chaphamaparvovirus galliform5
NC_077018	4373		Viruses	Shotokuvirae	Parvoviridae		Penaeus monodon metallodensovirus
NC_076734	13764		Viruses	Orthornavirae	Filoviridae	Thamnovirus	Thamnovirus percae
NC_076735	14593		Viruses	Orthornavirae	Filoviridae	Oblavirus	Oblavirus percae
NC_076466	11177		Viruses	Orthornavirae	Chuviridae	Mivirus	Mivirus karukeraense
NC_076715	6811		Viruses	Orthornavirae	Betaflexiviridae	Capillovirus	Capillovirus TRV1
NC_077030	1853		Viruses	Shotokuvirae	Circoviridae	Circovirus	Werosea circovirus
NC_076409	7479		Viruses	Orthornavirae	Alphaflexiviridae	Potexvirus	Citrus yellow mottle virus
NC_077027	7553		Viruses	Orthornavirae	Betaflexiviridae		Loquat virus A
NC_076182	11583		Viruses	Orthornavirae	Rhabdoviridae	Ohlsrhavirus	Ohlsrhavirus pseudovishnui
NC_076608	12756		Viruses	Orthornavirae	Xinmoviridae	Triniovirus	Triniovirus yonagoense
NC_076937	10846		Viruses	Orthornavirae	Rhabdoviridae	Sunrhavirus	Sunrhavirus alexandria
NC_076736	2895		Viruses	Orthornavirae	Botourmiaviridae	Betabotoulivirus	Betabotoulivirus alphaplasmoparae
NC_076745	2578		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus zetaplasmoparae
NC_076746	2575		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus etaplasmoparae
NC_076747	2546		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus thetaplasmoparae
NC_076748	2522		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus iotaplasmoparae
NC_076749	2521		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus kappaplasmoparae
NC_076750	2518		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus lambdaplasmoparae
NC_076751	2500		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus miplasmoparae
NC_076752	2489		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus niplasmoparae
NC_076753	2489		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus xiplasmoparae
NC_076754	2470		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus omicronplasmoparae
NC_076737	2696		Viruses	Orthornavirae	Botourmiaviridae	Betabotoulivirus	Betabotoulivirus betaplasmoparae
NC_076755	2438		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus piplasmoparae
NC_076756	2420		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus rhoplasmoparae
NC_076757	2393		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus sigmaplasmoparae
NC_076758	2386		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus tauplasmoparae
NC_076759	2347		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus ipsilonplasmoparae
NC_076760	2339		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus fiplasmoparae
NC_076761	2329		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus jiplasmoparae
NC_076762	2315		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus omegaplasmoparae
NC_076763	3729		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus psiplasmoparae
NC_076738	2404		Viruses	Orthornavirae	Botourmiaviridae	Botoulivirus	Botoulivirus alphaplasmoparae
NC_076764	2548		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus alphaplasmoparae
NC_076765	2434		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus betaplasmoparae
NC_076766	2357		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus viticolae
NC_076767	2352		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus gammaplasmoparae
NC_076768	2336		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus deltaplasmoparae
NC_076769	2315		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus epsilonplasmoparae
NC_076739	2545		Viruses	Orthornavirae	Botourmiaviridae	Betabotoulivirus	Betabotoulivirus gammaplasmoparae
NC_076770	2215		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus zetaplasmoparae
NC_076771	2206		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus etaplasmoparae
NC_076772	2170		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus thetaplasmoparae
NC_076773	2135		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus iotaplasmoparae
NC_076774	2884		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus alphaplasmoparae
NC_076775	2736		Viruses	Orthornavirae	Botourmiaviridae	Epsilonscleroulivirus	Epsilonscleroulivirus plasmoparae
NC_076776	2668		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus betaplasmoparae
NC_076777	2475		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus gammaplasmoparae
NC_076778	2451		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus kappaplasmoparae
NC_076779	2412		Viruses	Orthornavirae	Botourmiaviridae	Gammascleroulivirus	Gammascleroulivirus alphaplasmoparae
NC_076740	2746		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus alphaplasmoparae
NC_076780	2408		Viruses	Orthornavirae	Botourmiaviridae	Gammascleroulivirus	Gammascleroulivirus betaplasmoparae
NC_076781	2308		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus lambdaplasmoparae
NC_076782	2823		Viruses	Orthornavirae	Botourmiaviridae	Betabotoulivirus	Betabotoulivirus deltaplasmoparae
NC_076783	2748		Viruses	Orthornavirae	Botourmiaviridae	Betabotoulivirus	Betabotoulivirus epsilonplasmoparae
NC_076784	2577		Viruses	Orthornavirae	Botourmiaviridae	Betabotoulivirus	Betabotoulivirus zetaplasmoparae
NC_076785	2568		Viruses	Orthornavirae	Botourmiaviridae	Betabotoulivirus	Betabotoulivirus etaplasmoparae
NC_076786	2556		Viruses	Orthornavirae	Botourmiaviridae	Botoulivirus	Botoulivirus betaplasmoparae
NC_076787	2496		Viruses	Orthornavirae	Botourmiaviridae	Botoulivirus	Botoulivirus gammaplasmoparae
NC_076788	2493		Viruses	Orthornavirae	Botourmiaviridae	Botoulivirus	Botoulivirus deltaplasmoparae
NC_076789	2363		Viruses	Orthornavirae	Botourmiaviridae	Botoulivirus	Botoulivirus epsilonplasmoparae
NC_076741	2697		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus betaplasmoparae
NC_076790	2259		Viruses	Orthornavirae	Botourmiaviridae	Betabotoulivirus	Betabotoulivirus thetaplasmoparae
NC_076791	2366		Viruses	Orthornavirae	Botourmiaviridae	Botoulivirus	Botoulivirus zetaplasmoparae
NC_076792	2863		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus deltaplasmoparae
NC_076793	2851		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus epsilonplasmoparae
NC_076794	2697		Viruses	Orthornavirae	Botourmiaviridae	Deltascleroulivirus	Deltascleroulivirus alphaplasmoparae
NC_076795	2553		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus zetaplasmoparae
NC_076796	2515		Viruses	Orthornavirae	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus miplasmoparae
NC_076797	2505		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus etaplasmoparae
NC_076798	2462		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus thetaplasmoparae
NC_076742	2685		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus gammaplasmoparae
NC_076799	2427		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus iotaplasmoparae
NC_076800	2338		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus kappaplasmoparae
NC_076801	2339		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus lambdaplasmoparae
NC_076802	2327		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus miplasmoparae
NC_076803	2291		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus niplasmoparae
NC_076804	2270		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus xiplasmoparae
NC_076805	2247		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus omicronplasmoparae
NC_076806	2240		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus piplasmoparae
NC_076807	2193		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus rhoplasmoparae
NC_076808	2101		Viruses	Orthornavirae	Botourmiaviridae	Scleroulivirus	Scleroulivirus sigmaplasmoparae
NC_076743	2645		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus deltaplasmoparae
NC_076809	3000		Viruses	Orthornavirae	Botourmiaviridae	Deltascleroulivirus	Deltascleroulivirus betaplasmoparae
NC_076810	2352		Viruses	Orthornavirae	Botourmiaviridae	Botoulivirus	Botoulivirus etaplasmoparae
NC_076811	3324		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Penoulivirus alphaplasmoparae
NC_076812	3111		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Penoulivirus betaplasmoparae
NC_076813	3103		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Penoulivirus gammaplasmoparae
NC_076814	3060		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Penoulivirus deltaplasmoparae
NC_076815	2889		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Penoulivirus epsilonplasmoparae
NC_076816	2778		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Penoulivirus zetaplasmoparae
NC_076817	2660		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Penoulivirus etaplasmoparae
NC_076744	2579		Viruses	Orthornavirae	Botourmiaviridae	Magoulivirus	Magoulivirus epsilonplasmoparae
NC_076818	2618		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Penoulivirus thetaplasmoparae
NC_076819	2522		Viruses	Orthornavirae	Botourmiaviridae	Penoulivirus	Penoulivirus iotaplasmoparae
NC_076712	9080		Viruses	Orthornavirae	Betaflexiviridae	Carlavirus	Carlavirus PapMaV
NC_076468	13163		Viruses	Orthornavirae	Aliusviridae	Obscuruvirus	Obscuruvirus quintum
NC_054004	28169		Viruses	Orthornavirae	Coronaviridae	Alphacoronavirus	Alphacoronavirus CHB25
